2025-09-08 23:09:14 | INFO | Processing message: {"status": "cancelled", "flight": "UA456", "airline": "United", "gate": "B12"}
2025-09-08 23:09:35 | INFO | Sent message to topic 'flight_alerts': PRICE_DROP: NYC->LAX roundtrip fell by $120
2025-09-08 23:09:35 | INFO | Processing message: PRICE_DROP: NYC->LAX roundtrip fell by $120
2025-09-08 23:09:35 | WARNING | ALERT: Pattern match in text message: PRICE_DROP: NYC->LAX roundtrip fell by $120
2025-09-08 23:09:36 | INFO | Generated travel alert: {"status": "delayed", "flight": "AA123", "airline": "American", "delay_minutes": 75}
2025-09-08 23:09:36 | INFO | Sent message to topic 'flight_alerts': {"status": "delayed", "flight": "AA123", "airline": "American", "delay_minutes": 75}
2025-09-08 23:09:36 | INFO | Processing message: {"status": "delayed", "flight": "AA123", "airline": "American", "delay_minutes": 75}
2025-09-08 23:09:36 | WARNING | ALERT: Significant delay detected (delay_minutes=75 >= 60). Payload: {'status': 'delayed', 'flight': 'AA123', 'airline': 'American', 'delay_minutes': 75}
2025-09-08 23:09:36 | WARNING | ALERT: Status pattern match 'DELAYED'. Payload: {'status': 'delayed', 'flight': 'AA123', 'airline': 'American', 'delay_minutes': 75}
2025-09-08 23:09:36 | WARNING | ALERT: Pattern match in text message: {"status": "delayed", "flight": "AA123", "airline": "American", "delay_minutes": 75}
2025-09-08 23:09:37 | INFO | Generated travel alert: {"status": "on_time", "flight": "DL789", "airline": "Delta", "gate": "A3"}
2025-09-08 23:09:37 | INFO | Sent message to topic 'flight_alerts': {"status": "on_time", "flight": "DL789", "airline": "Delta", "gate": "A3"}
2025-09-08 23:09:37 | INFO | Processing message: {"status": "on_time", "flight": "DL789", "airline": "Delta", "gate": "A3"}
2025-09-08 23:09:38 | WARNING | Consumer interrupted by user.
2025-09-08 23:09:38 | INFO | Kafka consumer for topic 'flight_alerts' closed.
2025-09-08 23:09:38 | INFO | END consumer for topic 'flight_alerts' and group 'travel_consumer_group'.
2025-09-08 23:09:38 | INFO | Generated travel alert: {"status": "cancelled", "flight": "UA456", "airline": "United", "gate": "B12"}
2025-09-08 23:09:38 | INFO | Sent message to topic 'flight_alerts': {"status": "cancelled", "flight": "UA456", "airline": "United", "gate": "B12"}
2025-09-08 23:09:39 | INFO | Generated travel alert: {"status": "on_time", "flight": "B6222", "airline": "JetBlue", "price_drop": 120.0}
2025-09-08 23:09:39 | INFO | Sent message to topic 'flight_alerts': {"status": "on_time", "flight": "B6222", "airline": "JetBlue", "price_drop": 120.0}
2025-09-08 23:09:40 | INFO | Generated travel alert: GATE_CHANGE: DL789 moved to A3
2025-09-08 23:09:40 | INFO | Sent message to topic 'flight_alerts': GATE_CHANGE: DL789 moved to A3
2025-09-08 23:09:41 | INFO | Generated travel alert: BOARDING: AA123 now boarding Group 1 at C17
2025-09-08 23:09:41 | INFO | Sent message to topic 'flight_alerts': BOARDING: AA123 now boarding Group 1 at C17
2025-09-08 23:09:42 | INFO | Generated travel alert: CANCELLED: UA456 due to weather
2025-09-08 23:09:42 | INFO | Sent message to topic 'flight_alerts': CANCELLED: UA456 due to weather
2025-09-08 23:09:43 | INFO | Generated travel alert: PRICE_DROP: NYC->LAX roundtrip fell by $120
2025-09-08 23:09:43 | INFO | Sent message to topic 'flight_alerts': PRICE_DROP: NYC->LAX roundtrip fell by $120
2025-09-08 23:09:44 | INFO | Generated travel alert: {"status": "delayed", "flight": "AA123", "airline": "American", "delay_minutes": 75}
2025-09-08 23:09:44 | INFO | Sent message to topic 'flight_alerts': {"status": "delayed", "flight": "AA123", "airline": "American", "delay_minutes": 75}
2025-09-08 23:09:45 | INFO | Generated travel alert: {"status": "on_time", "flight": "DL789", "airline": "Delta", "gate": "A3"}
2025-09-08 23:09:45 | INFO | Sent message to topic 'flight_alerts': {"status": "on_time", "flight": "DL789", "airline": "Delta", "gate": "A3"}
2025-09-08 23:09:46 | INFO | Generated travel alert: {"status": "cancelled", "flight": "UA456", "airline": "United", "gate": "B12"}
2025-09-08 23:09:46 | INFO | Sent message to topic 'flight_alerts': {"status": "cancelled", "flight": "UA456", "airline": "United", "gate": "B12"}
2025-09-08 23:09:47 | INFO | Generated travel alert: {"status": "on_time", "flight": "B6222", "airline": "JetBlue", "price_drop": 120.0}
2025-09-08 23:09:47 | INFO | Sent message to topic 'flight_alerts': {"status": "on_time", "flight": "B6222", "airline": "JetBlue", "price_drop": 120.0}
2025-09-08 23:09:48 | INFO | Generated travel alert: GATE_CHANGE: DL789 moved to A3
2025-09-08 23:09:48 | INFO | Sent message to topic 'flight_alerts': GATE_CHANGE: DL789 moved to A3
2025-09-08 23:09:49 | INFO | Generated travel alert: BOARDING: AA123 now boarding Group 1 at C17
2025-09-08 23:09:49 | INFO | Sent message to topic 'flight_alerts': BOARDING: AA123 now boarding Group 1 at C17
2025-09-08 23:09:50 | WARNING | Producer interrupted by user.
2025-09-08 23:09:50 | INFO | Kafka producer closed.
2025-09-08 23:09:50 | INFO | END producer.
